BioSample,LibraryName,refGenome,fq1,fq2,lat,long,Organism,Run,BioProject,SampleType
MVZCCGP_Mfo127-II_G02,MVZCCGP_Mfo127-II_G02_1,GCA_026170545.1,MVZCCGP_Mfo127-II_G02_R1.fastq.gz,MVZCCGP_Mfo127-II_G02_R2.fastq.gz,40.456565,-121.86577,41-Melanerpes,MVZCCGP_Mfo127-II_G02_1,41-Melanerpes,
MVZCCGP_Mfo127-II_G02,MVZCCGP_Mfo127-II_G02_3,GCA_026170545.1,MVZCCGP-Mfo127_S109_L004_R1_001.fastq.gz,MVZCCGP-Mfo127_S109_L004_R2_001.fastq.gz,40.456565,-121.86577,41-Melanerpes,MVZCCGP_Mfo127-II_G02_3,41-Melanerpes,
MVZCCGP_Mfo147-II_H04,MVZCCGP_Mfo147-II_H04_1,GCA_026170545.1,MVZCCGP_Mfo147-II_H04_R1.fastq.gz,MVZCCGP_Mfo147-II_H04_R2.fastq.gz,38.75,-122.1504,41-Melanerpes,MVZCCGP_Mfo147-II_H04_1,41-Melanerpes,
MVZCCGP_Mfo147-II_H04,MVZCCGP_Mfo147-II_H04_3,GCA_026170545.1,MVZCCGP-Mfo147_S93_L004_R1_001.fastq.gz,MVZCCGP-Mfo147_S93_L004_R2_001.fastq.gz,38.75,-122.1504,41-Melanerpes,MVZCCGP_Mfo147-II_H04_3,41-Melanerpes,
MVZCCGP_Mfo157-II_B06,MVZCCGP_Mfo157-II_B06_1,GCA_026170545.1,MVZCCGP_Mfo157-II_B06_R1.fastq.gz,MVZCCGP_Mfo157-II_B06_R2.fastq.gz,36.36119,-120.85934,41-Melanerpes,MVZCCGP_Mfo157-II_B06_1,41-Melanerpes,
MVZCCGP_Mfo157-II_B06,MVZCCGP_Mfo157-II_B06_3,GCA_026170545.1,MVZCCGP-Mfo157_S85_L004_R1_001.fastq.gz,MVZCCGP-Mfo157_S85_L004_R2_001.fastq.gz,36.36119,-120.85934,41-Melanerpes,MVZCCGP_Mfo157-II_B06_3,41-Melanerpes,
MVZCCGP_Mfo168-II_E07,MVZCCGP_Mfo168-II_E07_1,GCA_026170545.1,MVZCCGP_Mfo168-II_E07_R1.fastq.gz,MVZCCGP_Mfo168-II_E07_R2.fastq.gz,40.77679,-122.34335,41-Melanerpes,MVZCCGP_Mfo168-II_E07_1,41-Melanerpes,
MVZCCGP_Mfo168-II_E07,MVZCCGP_Mfo168-II_E07_3,GCA_026170545.1,MVZCCGP-Mfo168_S38_L004_R1_001.fastq.gz,MVZCCGP-Mfo168_S38_L004_R2_001.fastq.gz,40.77679,-122.34335,41-Melanerpes,MVZCCGP_Mfo168-II_E07_3,41-Melanerpes,
MVZCCGP_Mfo10-I_G01,MVZCCGP_Mfo10-I_G01_1,GCA_026170545.1,MVZCCGP_Mfo10-I_G01_R1.fastq.gz,MVZCCGP_Mfo10-I_G01_R2.fastq.gz,38.3338611,-122.57139,41-Melanerpes,MVZCCGP_Mfo10-I_G01_1,41-Melanerpes,
MVZCCGP_Mfo10-I_G01,MVZCCGP_Mfo10-I_G01_3,GCA_026170545.1,MVZCCGP-Mfo10_S122_L004_R1_001.fastq.gz,MVZCCGP-Mfo10_S122_L004_R2_001.fastq.gz,38.3338611,-122.57139,41-Melanerpes,MVZCCGP_Mfo10-I_G01_3,41-Melanerpes,
MVZCCGP_Mfo14-I_A02,MVZCCGP_Mfo14-I_A02_1,GCA_026170545.1,MVZCCGP_Mfo14-I_A02_R1.fastq.gz,MVZCCGP_Mfo14-I_A02_R2.fastq.gz,37.95072,-122.109595,41-Melanerpes,MVZCCGP_Mfo14-I_A02_1,41-Melanerpes,
MVZCCGP_Mfo14-I_A02,MVZCCGP_Mfo14-I_A02_3,GCA_026170545.1,MVZCCGP-Mfo14_S120_L004_R1_001.fastq.gz,MVZCCGP-Mfo14_S120_L004_R2_001.fastq.gz,37.95072,-122.109595,41-Melanerpes,MVZCCGP_Mfo14-I_A02_3,41-Melanerpes,
MVZCCGP_Mfo50-I_E05,MVZCCGP_Mfo50-I_E05_1,GCA_026170545.1,MVZCCGP_Mfo50-I_E05_R1.fastq.gz,MVZCCGP_Mfo50-I_E05_R2.fastq.gz,34.122383,-118.133207,41-Melanerpes,MVZCCGP_Mfo50-I_E05_1,41-Melanerpes,
MVZCCGP_Mfo50-I_E05,MVZCCGP_Mfo50-I_E05_3,GCA_026170545.1,MVZCCGP-Mfo50_S26_L004_R1_001.fastq.gz,MVZCCGP-Mfo50_S26_L004_R2_001.fastq.gz,34.122383,-118.133207,41-Melanerpes,MVZCCGP_Mfo50-I_E05_3,41-Melanerpes,
MVZCCGP_Mfo55-I_A06,MVZCCGP_Mfo55-I_A06_1,GCA_026170545.1,MVZCCGP_Mfo55-I_A06_R1.fastq.gz,MVZCCGP_Mfo55-I_A06_R2.fastq.gz,37.90533,-122.69648,41-Melanerpes,MVZCCGP_Mfo55-I_A06_1,41-Melanerpes,
MVZCCGP_Mfo55-I_A06,MVZCCGP_Mfo55-I_A06_3,GCA_026170545.1,MVZCCGP-Mfo55_S22_L004_R1_001.fastq.gz,MVZCCGP-Mfo55_S22_L004_R2_001.fastq.gz,37.90533,-122.69648,41-Melanerpes,MVZCCGP_Mfo55-I_A06_3,41-Melanerpes,
MVZCCGP_Mfo106-I_A12,MVZCCGP_Mfo106-I_A12_1,GCA_026170545.1,MVZCCGP_Mfo106-I_A12_R1.fastq.gz,MVZCCGP_Mfo106-I_A12_R2.fastq.gz,32.7748,-116.8879,41-Melanerpes,MVZCCGP_Mfo106-I_A12_1,41-Melanerpes,
MVZCCGP_Mfo106-I_A12,MVZCCGP_Mfo106-I_A12_3,GCA_026170545.1,MVZCCGP-Mfo106_S53_L004_R1_001.fastq.gz,MVZCCGP-Mfo106_S53_L004_R2_001.fastq.gz,32.7748,-116.8879,41-Melanerpes,MVZCCGP_Mfo106-I_A12_3,41-Melanerpes,
MVZCCGP_Mfo124-II_D02,MVZCCGP_Mfo124-II_D02_1,GCA_026170545.1,MVZCCGP_Mfo124-II_D02_R1.fastq.gz,MVZCCGP_Mfo124-II_D02_R2.fastq.gz,40.389103,-122.285522,41-Melanerpes,MVZCCGP_Mfo124-II_D02_1,41-Melanerpes,
MVZCCGP_Mfo124-II_D02,MVZCCGP_Mfo124-II_D02_3,GCA_026170545.1,MVZCCGP-Mfo124_S112_L004_R1_001.fastq.gz,MVZCCGP-Mfo124_S112_L004_R2_001.fastq.gz,40.389103,-122.285522,41-Melanerpes,MVZCCGP_Mfo124-II_D02_3,41-Melanerpes,
MVZCCGP_Mfo126-II_F02,MVZCCGP_Mfo126-II_F02_1,GCA_026170545.1,MVZCCGP_Mfo126-II_F02_R1.fastq.gz,MVZCCGP_Mfo126-II_F02_R2.fastq.gz,40.506326,-121.961589,41-Melanerpes,MVZCCGP_Mfo126-II_F02_1,41-Melanerpes,
MVZCCGP_Mfo126-II_F02,MVZCCGP_Mfo126-II_F02_3,GCA_026170545.1,MVZCCGP-Mfo126_S110_L004_R1_001.fastq.gz,MVZCCGP-Mfo126_S110_L004_R2_001.fastq.gz,40.506326,-121.961589,41-Melanerpes,MVZCCGP_Mfo126-II_F02_3,41-Melanerpes,
MVZCCGP_Mfo136-II_G03,MVZCCGP_Mfo136-II_G03_1,GCA_026170545.1,MVZCCGP_Mfo136-II_G03_R1.fastq.gz,MVZCCGP_Mfo136-II_G03_R2.fastq.gz,40.3522682,-121.8846298,41-Melanerpes,MVZCCGP_Mfo136-II_G03_1,41-Melanerpes,
MVZCCGP_Mfo139-II_B04,MVZCCGP_Mfo139-II_B04_1,GCA_026170545.1,MVZCCGP_Mfo139-II_B04_R1.fastq.gz,MVZCCGP_Mfo139-II_B04_R2.fastq.gz,40.29262,-122.18125,41-Melanerpes,MVZCCGP_Mfo139-II_B04_1,41-Melanerpes,
MVZCCGP_Mfo139-II_B04,MVZCCGP_Mfo139-II_B04_3,GCA_026170545.1,MVZCCGP-Mfo139_S97_L004_R1_001.fastq.gz,MVZCCGP-Mfo139_S97_L004_R2_001.fastq.gz,40.29262,-122.18125,41-Melanerpes,MVZCCGP_Mfo139-II_B04_3,41-Melanerpes,
MVZCCGP_Mfo149-II_B05,MVZCCGP_Mfo149-II_B05_1,GCA_026170545.1,MVZCCGP_Mfo149-II_B05_R1.fastq.gz,MVZCCGP_Mfo149-II_B05_R2.fastq.gz,38.544757,-121.729769,41-Melanerpes,MVZCCGP_Mfo149-II_B05_1,41-Melanerpes,
MVZCCGP_Mfo149-II_B05,MVZCCGP_Mfo149-II_B05_3,GCA_026170545.1,MVZCCGP-Mfo149_S91_L004_R1_001.fastq.gz,MVZCCGP-Mfo149_S91_L004_R2_001.fastq.gz,38.544757,-121.729769,41-Melanerpes,MVZCCGP_Mfo149-II_B05_3,41-Melanerpes,
MVZCCGP_Mfo156-II_A06,MVZCCGP_Mfo156-II_A06_1,GCA_026170545.1,MVZCCGP_Mfo156-II_A06_R1.fastq.gz,MVZCCGP_Mfo156-II_A06_R2.fastq.gz,38.3412,-121.32558,41-Melanerpes,MVZCCGP_Mfo156-II_A06_1,41-Melanerpes,
MVZCCGP_Mfo156-II_A06,MVZCCGP_Mfo156-II_A06_3,GCA_026170545.1,MVZCCGP-Mfo156_S86_L004_R1_001.fastq.gz,MVZCCGP-Mfo156_S86_L004_R2_001.fastq.gz,38.3412,-121.32558,41-Melanerpes,MVZCCGP_Mfo156-II_A06_3,41-Melanerpes,
MVZCCGP_Mfo159-II_D06,MVZCCGP_Mfo159-II_D06_1,GCA_026170545.1,MVZCCGP_Mfo159-II_D06_R1.fastq.gz,MVZCCGP_Mfo159-II_D06_R2.fastq.gz,36.35791,-120.85292,41-Melanerpes,MVZCCGP_Mfo159-II_D06_1,41-Melanerpes,
MVZCCGP_Mfo159-II_D06,MVZCCGP_Mfo159-II_D06_3,GCA_026170545.1,MVZCCGP-Mfo159_S84_L004_R1_001.fastq.gz,MVZCCGP-Mfo159_S84_L004_R2_001.fastq.gz,36.35791,-120.85292,41-Melanerpes,MVZCCGP_Mfo159-II_D06_3,41-Melanerpes,
MVZCCGP_Mfo161-II_F06,MVZCCGP_Mfo161-II_F06_1,GCA_026170545.1,MVZCCGP_Mfo161-II_F06_R1.fastq.gz,MVZCCGP_Mfo161-II_F06_R2.fastq.gz,35.27542,-120.40488,41-Melanerpes,MVZCCGP_Mfo161-II_F06_1,41-Melanerpes,
MVZCCGP_Mfo161-II_F06,MVZCCGP_Mfo161-II_F06_3,GCA_026170545.1,MVZCCGP-Mfo161_S82_L004_R1_001.fastq.gz,MVZCCGP-Mfo161_S82_L004_R2_001.fastq.gz,35.27542,-120.40488,41-Melanerpes,MVZCCGP_Mfo161-II_F06_3,41-Melanerpes,
MVZCCGP_Mfo165-II_B07,MVZCCGP_Mfo165-II_B07_1,GCA_026170545.1,MVZCCGP_Mfo165-II_B07_R1.fastq.gz,MVZCCGP_Mfo165-II_B07_R2.fastq.gz,41.265749,-121.505527,41-Melanerpes,MVZCCGP_Mfo165-II_B07_1,41-Melanerpes,
MVZCCGP_Mfo163-II_H06,MVZCCGP_Mfo163-II_H06_1,GCA_026170545.1,MVZCCGP_Mfo163-II_H06_R1.fastq.gz,MVZCCGP_Mfo163-II_H06_R2.fastq.gz,34.53349,-120.0611,41-Melanerpes,MVZCCGP_Mfo163-II_H06_1,41-Melanerpes,
MVZCCGP_Mfo163-II_H06,MVZCCGP_Mfo163-II_H06_3,GCA_026170545.1,MVZCCGP-Mfo163_S41_L004_R1_001.fastq.gz,MVZCCGP-Mfo163_S41_L004_R2_001.fastq.gz,34.53349,-120.0611,41-Melanerpes,MVZCCGP_Mfo163-II_H06_3,41-Melanerpes,
