BioSample,LibraryName,refGenome,Organism,fq1,fq2,lat,long,Run,BioProject
PBL10,PBL10_S77_L001,GCA_022045235.1,Haliotis cracherodii,PBL10_S77_L001_R1_001.fastq.gz,PBL10_S77_L001_R2_001.fastq.gz,35.66489699,-121.287013,PBL10_S77_L001,x
PBL10,PBL10_S77_L003,GCA_022045235.1,Haliotis cracherodii,PBL10_S77_L003_R1_001.fastq.gz,PBL10_S77_L003_R2_001.fastq.gz,35.66489699,-121.287013,PBL10_S77_L003,x
PBL10,PBL10_S77_L004,GCA_022045235.1,Haliotis cracherodii,PBL10_S77_L004_R1_001.fastq.gz,PBL10_S77_L004_R2_001.fastq.gz,35.66489699,-121.287013,PBL10_S77_L004,x
PES01,PES01_S78_L004,GCA_022045235.1,Haliotis cracherodii,PES01_S78_L004_R1_001.fastq.gz,PES01_S78_L004_R2_001.fastq.gz,36.56107801,-121.954415,PES01_S78_L004,x
PES01,PES01_S78_L002,GCA_022045235.1,Haliotis cracherodii,PES01_S78_L002_R1_001.fastq.gz,PES01_S78_L002_R2_001.fastq.gz,36.56107801,-121.954415,PES01_S78_L002,x
PES01,PES01_S78_L001,GCA_022045235.1,Haliotis cracherodii,PES01_S78_L001_R1_001.fastq.gz,PES01_S78_L001_R2_001.fastq.gz,36.56107801,-121.954415,PES01_S78_L001,x
PES01,PES01_S78_L003,GCA_022045235.1,Haliotis cracherodii,PES01_S78_L003_R1_001.fastq.gz,PES01_S78_L003_R2_001.fastq.gz,36.56107801,-121.954415,PES01_S78_L003,x
PES02,PES02_S79_L003,GCA_022045235.1,Haliotis cracherodii,PES02_S79_L003_R1_001.fastq.gz,PES02_S79_L003_R2_001.fastq.gz,36.56109503,-121.95443,PES02_S79_L003,x
PES02,PES02_S79_L004,GCA_022045235.1,Haliotis cracherodii,PES02_S79_L004_R1_001.fastq.gz,PES02_S79_L004_R2_001.fastq.gz,36.56109503,-121.95443,PES02_S79_L004,x
PES02,PES02_S79_L001,GCA_022045235.1,Haliotis cracherodii,PES02_S79_L001_R1_001.fastq.gz,PES02_S79_L001_R2_001.fastq.gz,36.56109503,-121.95443,PES02_S79_L001,x
PES02,PES02_S79_L002,GCA_022045235.1,Haliotis cracherodii,PES02_S79_L002_R1_001.fastq.gz,PES02_S79_L002_R2_001.fastq.gz,36.56109503,-121.95443,PES02_S79_L002,x
PSN03B,PSN03B_S80_L001,GCA_022045235.1,Haliotis cracherodii,PSN03B_S80_L001_R1_001.fastq.gz,PSN03B_S80_L001_R2_001.fastq.gz,35.72861999,-121.318838,PSN03B_S80_L001,x
PSN03B,PSN03B_S80_L002,GCA_022045235.1,Haliotis cracherodii,PSN03B_S80_L002_R1_001.fastq.gz,PSN03B_S80_L002_R2_001.fastq.gz,35.72861999,-121.318838,PSN03B_S80_L002,x
PSN03B,PSN03B_S80_L003,GCA_022045235.1,Haliotis cracherodii,PSN03B_S80_L003_R1_001.fastq.gz,PSN03B_S80_L003_R2_001.fastq.gz,35.72861999,-121.318838,PSN03B_S80_L003,x
PSN03B,PSN03B_S80_L004,GCA_022045235.1,Haliotis cracherodii,PSN03B_S80_L004_R1_001.fastq.gz,PSN03B_S80_L004_R2_001.fastq.gz,35.72861999,-121.318838,PSN03B_S80_L004,x
PTL06,PTL06_S81_L003,GCA_022045235.1,Haliotis cracherodii,PTL06_S81_L003_R1_001.fastq.gz,PTL06_S81_L003_R2_001.fastq.gz,36.51373702,-121.946815,PTL06_S81_L003,x
PTL06,PTL06_S81_L004,GCA_022045235.1,Haliotis cracherodii,PTL06_S81_L004_R1_001.fastq.gz,PTL06_S81_L004_R2_001.fastq.gz,36.51373702,-121.946815,PTL06_S81_L004,x
PTL06,PTL06_S81_L001,GCA_022045235.1,Haliotis cracherodii,PTL06_S81_L001_R1_001.fastq.gz,PTL06_S81_L001_R2_001.fastq.gz,36.51373702,-121.946815,PTL06_S81_L001,x
PTL06,PTL06_S81_L002,GCA_022045235.1,Haliotis cracherodii,PTL06_S81_L002_R1_001.fastq.gz,PTL06_S81_L002_R2_001.fastq.gz,36.51373702,-121.946815,PTL06_S81_L002,x
PVA04B,PVA04B_S82_L002,GCA_022045235.1,Haliotis cracherodii,PVA04B_S82_L002_R1_001.fastq.gz,PVA04B_S82_L002_R2_001.fastq.gz,35.94717401,-121.480564,PVA04B_S82_L002,x
PVA04B,PVA04B_S82_L001,GCA_022045235.1,Haliotis cracherodii,PVA04B_S82_L001_R1_001.fastq.gz,PVA04B_S82_L001_R2_001.fastq.gz,35.94717401,-121.480564,PVA04B_S82_L001,x
PVA04B,PVA04B_S82_L003,GCA_022045235.1,Haliotis cracherodii,PVA04B_S82_L003_R1_001.fastq.gz,PVA04B_S82_L003_R2_001.fastq.gz,35.94717401,-121.480564,PVA04B_S82_L003,x
PVA04B,PVA04B_S82_L004,GCA_022045235.1,Haliotis cracherodii,PVA04B_S82_L004_R1_001.fastq.gz,PVA04B_S82_L004_R2_001.fastq.gz,35.94717401,-121.480564,PVA04B_S82_L004,x
SCT08,SCT08_S89_L001,GCA_022045235.1,Haliotis cracherodii,SCT08_S89_L001_R1_001.fastq.gz,SCT08_S89_L001_R2_001.fastq.gz,37.05048602,-122.242926,SCT08_S89_L001,x
SCT08,SCT08_S89_L004,GCA_022045235.1,Haliotis cracherodii,SCT08_S89_L004_R1_001.fastq.gz,SCT08_S89_L004_R2_001.fastq.gz,37.05048602,-122.242926,SCT08_S89_L004,x
SCT08,SCT08_S89_L002,GCA_022045235.1,Haliotis cracherodii,SCT08_S89_L002_R1_001.fastq.gz,SCT08_S89_L002_R2_001.fastq.gz,37.05048602,-122.242926,SCT08_S89_L002,x
SCT08,SCT08_S89_L003,GCA_022045235.1,Haliotis cracherodii,SCT08_S89_L003_R1_001.fastq.gz,SCT08_S89_L003_R2_001.fastq.gz,37.05048602,-122.242926,SCT08_S89_L003,x
SMCP02,SMCP02_S90_L001,GCA_022045235.1,Haliotis cracherodii,SMCP02_S90_L001_R1_001.fastq.gz,SMCP02_S90_L001_R2_001.fastq.gz,34.02159,-120.378872,SMCP02_S90_L001,x
SMCP02,SMCP02_S90_L004,GCA_022045235.1,Haliotis cracherodii,SMCP02_S90_L004_R1_001.fastq.gz,SMCP02_S90_L004_R2_001.fastq.gz,34.02159,-120.378872,SMCP02_S90_L004,x
SMCP02,SMCP02_S90_L002,GCA_022045235.1,Haliotis cracherodii,SMCP02_S90_L002_R1_001.fastq.gz,SMCP02_S90_L002_R2_001.fastq.gz,34.02159,-120.378872,SMCP02_S90_L002,x
SMCP02,SMCP02_S90_L003,GCA_022045235.1,Haliotis cracherodii,SMCP02_S90_L003_R1_001.fastq.gz,SMCP02_S90_L003_R2_001.fastq.gz,34.02159,-120.378872,SMCP02_S90_L003,x
SNMP06B,SNMP06B_S91_L003,GCA_022045235.1,Haliotis cracherodii,SNMP06B_S91_L003_R1_001.fastq.gz,SNMP06B_S91_L003_R2_001.fastq.gz,33.218581,-119.496441,SNMP06B_S91_L003,x
SNMP06B,SNMP06B_S91_L002,GCA_022045235.1,Haliotis cracherodii,SNMP06B_S91_L002_R1_001.fastq.gz,SNMP06B_S91_L002_R2_001.fastq.gz,33.218581,-119.496441,SNMP06B_S91_L002,x
SNMP06B,SNMP06B_S91_L001,GCA_022045235.1,Haliotis cracherodii,SNMP06B_S91_L001_R1_001.fastq.gz,SNMP06B_S91_L001_R2_001.fastq.gz,33.218581,-119.496441,SNMP06B_S91_L001,x
SNMP06B,SNMP06B_S91_L004,GCA_022045235.1,Haliotis cracherodii,SNMP06B_S91_L004_R1_001.fastq.gz,SNMP06B_S91_L004_R2_001.fastq.gz,33.218581,-119.496441,SNMP06B_S91_L004,x
SNMP09,SNMP09_S92_L003,GCA_022045235.1,Haliotis cracherodii,SNMP09_S92_L003_R1_001.fastq.gz,SNMP09_S92_L003_R2_001.fastq.gz,33.218581,-119.496441,SNMP09_S92_L003,x
SNMP09,SNMP09_S92_L002,GCA_022045235.1,Haliotis cracherodii,SNMP09_S92_L002_R1_001.fastq.gz,SNMP09_S92_L002_R2_001.fastq.gz,33.218581,-119.496441,SNMP09_S92_L002,x
SNMP09,SNMP09_S92_L001,GCA_022045235.1,Haliotis cracherodii,SNMP09_S92_L001_R1_001.fastq.gz,SNMP09_S92_L001_R2_001.fastq.gz,33.218581,-119.496441,SNMP09_S92_L001,x
SNMP09,SNMP09_S92_L004,GCA_022045235.1,Haliotis cracherodii,SNMP09_S92_L004_R1_001.fastq.gz,SNMP09_S92_L004_R2_001.fastq.gz,33.218581,-119.496441,SNMP09_S92_L004,x
SNTS06,SNTS06_S93_L001,GCA_022045235.1,Haliotis cracherodii,SNTS06_S93_L001_R1_001.fastq.gz,SNTS06_S93_L001_R2_001.fastq.gz,33.284988,-119.529905,SNTS06_S93_L001,x
SNTS06,SNTS06_S93_L003,GCA_022045235.1,Haliotis cracherodii,SNTS06_S93_L003_R1_001.fastq.gz,SNTS06_S93_L003_R2_001.fastq.gz,33.284988,-119.529905,SNTS06_S93_L003,x
SNTS06,SNTS06_S93_L002,GCA_022045235.1,Haliotis cracherodii,SNTS06_S93_L002_R1_001.fastq.gz,SNTS06_S93_L002_R2_001.fastq.gz,33.284988,-119.529905,SNTS06_S93_L002,x
SNTS06,SNTS06_S93_L004,GCA_022045235.1,Haliotis cracherodii,SNTS06_S93_L004_R1_001.fastq.gz,SNTS06_S93_L004_R2_001.fastq.gz,33.284988,-119.529905,SNTS06_S93_L004,x
SNTS08,SNTS08_S94_L001,GCA_022045235.1,Haliotis cracherodii,SNTS08_S94_L001_R1_001.fastq.gz,SNTS08_S94_L001_R2_001.fastq.gz,33.284988,-119.529905,SNTS08_S94_L001,x
SNTS08,SNTS08_S94_L003,GCA_022045235.1,Haliotis cracherodii,SNTS08_S94_L003_R1_001.fastq.gz,SNTS08_S94_L003_R2_001.fastq.gz,33.284988,-119.529905,SNTS08_S94_L003,x
SNTS08,SNTS08_S94_L004,GCA_022045235.1,Haliotis cracherodii,SNTS08_S94_L004_R1_001.fastq.gz,SNTS08_S94_L004_R2_001.fastq.gz,33.284988,-119.529905,SNTS08_S94_L004,x
SNTS08,SNTS08_S94_L002,GCA_022045235.1,Haliotis cracherodii,SNTS08_S94_L002_R1_001.fastq.gz,SNTS08_S94_L002_R2_001.fastq.gz,33.284988,-119.529905,SNTS08_S94_L002,x
SOB06,SOB06_S95_L001,GCA_022045235.1,Haliotis cracherodii,SOB06_S95_L001_R1_001.fastq.gz,SOB06_S95_L001_R2_001.fastq.gz,36.447925,-121.928663,SOB06_S95_L001,x
SOB06,SOB06_S95_L002,GCA_022045235.1,Haliotis cracherodii,SOB06_S95_L002_R1_001.fastq.gz,SOB06_S95_L002_R2_001.fastq.gz,36.447925,-121.928663,SOB06_S95_L002,x
SOB06,SOB06_S95_L003,GCA_022045235.1,Haliotis cracherodii,SOB06_S95_L003_R1_001.fastq.gz,SOB06_S95_L003_R2_001.fastq.gz,36.447925,-121.928663,SOB06_S95_L003,x
SOB06,SOB06_S95_L004,GCA_022045235.1,Haliotis cracherodii,SOB06_S95_L004_R1_001.fastq.gz,SOB06_S95_L004_R2_001.fastq.gz,36.447925,-121.928663,SOB06_S95_L004,x
SRFP16B,SRFP16B_S96_L003,GCA_022045235.1,Haliotis cracherodii,SRFP16B_S96_L003_R1_001.fastq.gz,SRFP16B_S96_L003_R2_001.fastq.gz,33.9145,-120.050317,SRFP16B_S96_L003,x
SRFP16B,SRFP16B_S96_L002,GCA_022045235.1,Haliotis cracherodii,SRFP16B_S96_L002_R1_001.fastq.gz,SRFP16B_S96_L002_R2_001.fastq.gz,33.9145,-120.050317,SRFP16B_S96_L002,x
SRFP16B,SRFP16B_S96_L004,GCA_022045235.1,Haliotis cracherodii,SRFP16B_S96_L004_R1_001.fastq.gz,SRFP16B_S96_L004_R2_001.fastq.gz,33.9145,-120.050317,SRFP16B_S96_L004,x
SRFP16B,SRFP16B_S96_L001,GCA_022045235.1,Haliotis cracherodii,SRFP16B_S96_L001_R1_001.fastq.gz,SRFP16B_S96_L001_R2_001.fastq.gz,33.9145,-120.050317,SRFP16B_S96_L001,x
SRFR06,SRFR06_S97_L001,GCA_022045235.1,Haliotis cracherodii,SRFR06_S97_L001_R1_001.fastq.gz,SRFR06_S97_L001_R2_001.fastq.gz,33.99329455,-120.2381268,SRFR06_S97_L001,x
SRFR06,SRFR06_S97_L004,GCA_022045235.1,Haliotis cracherodii,SRFR06_S97_L004_R1_001.fastq.gz,SRFR06_S97_L004_R2_001.fastq.gz,33.99329455,-120.2381268,SRFR06_S97_L004,x
SRFR06,SRFR06_S97_L002,GCA_022045235.1,Haliotis cracherodii,SRFR06_S97_L002_R1_001.fastq.gz,SRFR06_S97_L002_R2_001.fastq.gz,33.99329455,-120.2381268,SRFR06_S97_L002,x
SRFR06,SRFR06_S97_L003,GCA_022045235.1,Haliotis cracherodii,SRFR06_S97_L003_R1_001.fastq.gz,SRFR06_S97_L003_R2_001.fastq.gz,33.99329455,-120.2381268,SRFR06_S97_L003,x
STA08,STA08_S98_L001,GCA_022045235.1,Haliotis cracherodii,STA08_S98_L001_R1_001.fastq.gz,STA08_S98_L001_R2_001.fastq.gz,34.72983199,-120.615032,STA08_S98_L001,x
STA08,STA08_S98_L004,GCA_022045235.1,Haliotis cracherodii,STA08_S98_L004_R1_001.fastq.gz,STA08_S98_L004_R2_001.fastq.gz,34.72983199,-120.615032,STA08_S98_L004,x
STA08,STA08_S98_L002,GCA_022045235.1,Haliotis cracherodii,STA08_S98_L002_R1_001.fastq.gz,STA08_S98_L002_R2_001.fastq.gz,34.72983199,-120.615032,STA08_S98_L002,x
STA08,STA08_S98_L003,GCA_022045235.1,Haliotis cracherodii,STA08_S98_L003_R1_001.fastq.gz,STA08_S98_L003_R2_001.fastq.gz,34.72983199,-120.615032,STA08_S98_L003,x
SWC06,SWC06_S99_L004,GCA_022045235.1,Haliotis cracherodii,SWC06_S99_L004_R1_001.fastq.gz,SWC06_S99_L004_R2_001.fastq.gz,36.56090199,-121.940489,SWC06_S99_L004,x
SWC06,SWC06_S99_L003,GCA_022045235.1,Haliotis cracherodii,SWC06_S99_L003_R1_001.fastq.gz,SWC06_S99_L003_R2_001.fastq.gz,36.56090199,-121.940489,SWC06_S99_L003,x
SWC06,SWC06_S99_L002,GCA_022045235.1,Haliotis cracherodii,SWC06_S99_L002_R1_001.fastq.gz,SWC06_S99_L002_R2_001.fastq.gz,36.56090199,-121.940489,SWC06_S99_L002,x
SWC06,SWC06_S99_L001,GCA_022045235.1,Haliotis cracherodii,SWC06_S99_L001_R1_001.fastq.gz,SWC06_S99_L001_R2_001.fastq.gz,36.56090199,-121.940489,SWC06_S99_L001,x
VDM06,VDM06_S100_L003,GCA_022045235.1,Haliotis cracherodii,VDM06_S100_L003_R1_001.fastq.gz,VDM06_S100_L003_R2_001.fastq.gz,35.60417497,-121.142385,VDM06_S100_L003,x
VDM06,VDM06_S100_L004,GCA_022045235.1,Haliotis cracherodii,VDM06_S100_L004_R1_001.fastq.gz,VDM06_S100_L004_R2_001.fastq.gz,35.60417497,-121.142385,VDM06_S100_L004,x
VDM06,VDM06_S100_L002,GCA_022045235.1,Haliotis cracherodii,VDM06_S100_L002_R1_001.fastq.gz,VDM06_S100_L002_R2_001.fastq.gz,35.60417497,-121.142385,VDM06_S100_L002,x
VDM06,VDM06_S100_L001,GCA_022045235.1,Haliotis cracherodii,VDM06_S100_L001_R1_001.fastq.gz,VDM06_S100_L001_R2_001.fastq.gz,35.60417497,-121.142385,VDM06_S100_L001,x
CAR11,CAR11_S101_L004,GCA_022045235.1,Haliotis cracherodii,CAR11_S101_L004_R1_001.fastq.gz,CAR11_S101_L004_R2_001.fastq.gz,36.543891,-121.933982,CAR11_S101_L004,x
CAR11,CAR11_S101_L001,GCA_022045235.1,Haliotis cracherodii,CAR11_S101_L001_R1_001.fastq.gz,CAR11_S101_L001_R2_001.fastq.gz,36.543891,-121.933982,CAR11_S101_L001,x
CAR11,CAR11_S101_L002,GCA_022045235.1,Haliotis cracherodii,CAR11_S101_L002_R1_001.fastq.gz,CAR11_S101_L002_R2_001.fastq.gz,36.543891,-121.933982,CAR11_S101_L002,x
CAR11,CAR11_S101_L003,GCA_022045235.1,Haliotis cracherodii,CAR11_S101_L003_R1_001.fastq.gz,CAR11_S101_L003_R2_001.fastq.gz,36.543891,-121.933982,CAR11_S101_L003,x
CLE02,CLE02_S102_L004,GCA_022045235.1,Haliotis cracherodii,CLE02_S102_L004_R1_001.fastq.gz,CLE02_S102_L004_R2_001.fastq.gz,32.9183,-118.547,CLE02_S102_L004,x
CLE02,CLE02_S102_L003,GCA_022045235.1,Haliotis cracherodii,CLE02_S102_L003_R1_001.fastq.gz,CLE02_S102_L003_R2_001.fastq.gz,32.9183,-118.547,CLE02_S102_L003,x
CLE02,CLE02_S102_L001,GCA_022045235.1,Haliotis cracherodii,CLE02_S102_L001_R1_001.fastq.gz,CLE02_S102_L001_R2_001.fastq.gz,32.9183,-118.547,CLE02_S102_L001,x
CLE02,CLE02_S102_L002,GCA_022045235.1,Haliotis cracherodii,CLE02_S102_L002_R1_001.fastq.gz,CLE02_S102_L002_R2_001.fastq.gz,32.9183,-118.547,CLE02_S102_L002,x
MCR10,MCR10_S103_L001,GCA_022045235.1,Haliotis cracherodii,MCR10_S103_L001_R1_001.fastq.gz,MCR10_S103_L001_R2_001.fastq.gz,35.979472,-121.490406,MCR10_S103_L001,x
MCR10,MCR10_S103_L002,GCA_022045235.1,Haliotis cracherodii,MCR10_S103_L002_R1_001.fastq.gz,MCR10_S103_L002_R2_001.fastq.gz,35.979472,-121.490406,MCR10_S103_L002,x
MCR10,MCR10_S103_L004,GCA_022045235.1,Haliotis cracherodii,MCR10_S103_L004_R1_001.fastq.gz,MCR10_S103_L004_R2_001.fastq.gz,35.979472,-121.490406,MCR10_S103_L004,x
MCR10,MCR10_S103_L003,GCA_022045235.1,Haliotis cracherodii,MCR10_S103_L003_R1_001.fastq.gz,MCR10_S103_L003_R2_001.fastq.gz,35.979472,-121.490406,MCR10_S103_L003,x
PEB07,PEB07_S104_L004,GCA_022045235.1,Haliotis cracherodii,PEB07_S104_L004_R1_001.fastq.gz,PEB07_S104_L004_R2_001.fastq.gz,37.23263,-122.41607,PEB07_S104_L004,x
PEB07,PEB07_S104_L003,GCA_022045235.1,Haliotis cracherodii,PEB07_S104_L003_R1_001.fastq.gz,PEB07_S104_L003_R2_001.fastq.gz,37.23263,-122.41607,PEB07_S104_L003,x
PEB07,PEB07_S104_L001,GCA_022045235.1,Haliotis cracherodii,PEB07_S104_L001_R1_001.fastq.gz,PEB07_S104_L001_R2_001.fastq.gz,37.23263,-122.41607,PEB07_S104_L001,x
PEB07,PEB07_S104_L002,GCA_022045235.1,Haliotis cracherodii,PEB07_S104_L002_R1_001.fastq.gz,PEB07_S104_L002_R2_001.fastq.gz,37.23263,-122.41607,PEB07_S104_L002,x
PEB09,PEB09_S105_L003,GCA_022045235.1,Haliotis cracherodii,PEB09_S105_L003_R1_001.fastq.gz,PEB09_S105_L003_R2_001.fastq.gz,37.23263,-122.41607,PEB09_S105_L003,x
PEB09,PEB09_S105_L004,GCA_022045235.1,Haliotis cracherodii,PEB09_S105_L004_R1_001.fastq.gz,PEB09_S105_L004_R2_001.fastq.gz,37.23263,-122.41607,PEB09_S105_L004,x
PEB09,PEB09_S105_L002,GCA_022045235.1,Haliotis cracherodii,PEB09_S105_L002_R1_001.fastq.gz,PEB09_S105_L002_R2_001.fastq.gz,37.23263,-122.41607,PEB09_S105_L002,x
PEB09,PEB09_S105_L001,GCA_022045235.1,Haliotis cracherodii,PEB09_S105_L001_R1_001.fastq.gz,PEB09_S105_L001_R2_001.fastq.gz,37.23263,-122.41607,PEB09_S105_L001,x
SMCP01,SMCP01_S106_L003,GCA_022045235.1,Haliotis cracherodii,SMCP01_S106_L003_R1_001.fastq.gz,SMCP01_S106_L003_R2_001.fastq.gz,34.02159,-120.378872,SMCP01_S106_L003,x
SMCP01,SMCP01_S106_L002,GCA_022045235.1,Haliotis cracherodii,SMCP01_S106_L002_R1_001.fastq.gz,SMCP01_S106_L002_R2_001.fastq.gz,34.02159,-120.378872,SMCP01_S106_L002,x
SMCP01,SMCP01_S106_L001,GCA_022045235.1,Haliotis cracherodii,SMCP01_S106_L001_R1_001.fastq.gz,SMCP01_S106_L001_R2_001.fastq.gz,34.02159,-120.378872,SMCP01_S106_L001,x
SMCP01,SMCP01_S106_L004,GCA_022045235.1,Haliotis cracherodii,SMCP01_S106_L004_R1_001.fastq.gz,SMCP01_S106_L004_R2_001.fastq.gz,34.02159,-120.378872,SMCP01_S106_L004,x
SMCP03,SMCP03_S107_L003,GCA_022045235.1,Haliotis cracherodii,SMCP03_S107_L003_R1_001.fastq.gz,SMCP03_S107_L003_R2_001.fastq.gz,34.02159,-120.378872,SMCP03_S107_L003,x
SMCP03,SMCP03_S107_L001,GCA_022045235.1,Haliotis cracherodii,SMCP03_S107_L001_R1_001.fastq.gz,SMCP03_S107_L001_R2_001.fastq.gz,34.02159,-120.378872,SMCP03_S107_L001,x
SMCP03,SMCP03_S107_L004,GCA_022045235.1,Haliotis cracherodii,SMCP03_S107_L004_R1_001.fastq.gz,SMCP03_S107_L004_R2_001.fastq.gz,34.02159,-120.378872,SMCP03_S107_L004,x
SMCP03,SMCP03_S107_L002,GCA_022045235.1,Haliotis cracherodii,SMCP03_S107_L002_R1_001.fastq.gz,SMCP03_S107_L002_R2_001.fastq.gz,34.02159,-120.378872,SMCP03_S107_L002,x
SMOH04,SMOH04_S108_L001,GCA_022045235.1,Haliotis cracherodii,SMOH04_S108_L001_R1_001.fastq.gz,SMOH04_S108_L001_R2_001.fastq.gz,34.05203,-120.40758,SMOH04_S108_L001,x
SMOH04,SMOH04_S108_L003,GCA_022045235.1,Haliotis cracherodii,SMOH04_S108_L003_R1_001.fastq.gz,SMOH04_S108_L003_R2_001.fastq.gz,34.05203,-120.40758,SMOH04_S108_L003,x
SMOH04,SMOH04_S108_L002,GCA_022045235.1,Haliotis cracherodii,SMOH04_S108_L002_R1_001.fastq.gz,SMOH04_S108_L002_R2_001.fastq.gz,34.05203,-120.40758,SMOH04_S108_L002,x
SMOH04,SMOH04_S108_L004,GCA_022045235.1,Haliotis cracherodii,SMOH04_S108_L004_R1_001.fastq.gz,SMOH04_S108_L004_R2_001.fastq.gz,34.05203,-120.40758,SMOH04_S108_L004,x
Sal2-15,Sal2-15_S83_L003,GCA_022045235.1,Haliotis cracherodii,Sal2-15_S83_L003_R1_001.fastq.gz,Sal2-15_S83_L003_R2_001.fastq.gz,31.919131,-116.755794,Sal2-15_S83_L003,x
Sal2-15,Sal2-15_S83_L004,GCA_022045235.1,Haliotis cracherodii,Sal2-15_S83_L004_R1_001.fastq.gz,Sal2-15_S83_L004_R2_001.fastq.gz,31.919131,-116.755794,Sal2-15_S83_L004,x
Sal2-15,Sal2-15_S83_L001,GCA_022045235.1,Haliotis cracherodii,Sal2-15_S83_L001_R1_001.fastq.gz,Sal2-15_S83_L001_R2_001.fastq.gz,31.919131,-116.755794,Sal2-15_S83_L001,x
Sal2-15,Sal2-15_S83_L002,GCA_022045235.1,Haliotis cracherodii,Sal2-15_S83_L002_R1_001.fastq.gz,Sal2-15_S83_L002_R2_001.fastq.gz,31.919131,-116.755794,Sal2-15_S83_L002,x
Sal2-18,Sal2-18_S84_L002,GCA_022045235.1,Haliotis cracherodii,Sal2-18_S84_L002_R1_001.fastq.gz,Sal2-18_S84_L002_R2_001.fastq.gz,31.919131,-116.755794,Sal2-18_S84_L002,x
Sal2-18,Sal2-18_S84_L004,GCA_022045235.1,Haliotis cracherodii,Sal2-18_S84_L004_R1_001.fastq.gz,Sal2-18_S84_L004_R2_001.fastq.gz,31.919131,-116.755794,Sal2-18_S84_L004,x
Sal2-18,Sal2-18_S84_L003,GCA_022045235.1,Haliotis cracherodii,Sal2-18_S84_L003_R1_001.fastq.gz,Sal2-18_S84_L003_R2_001.fastq.gz,31.919131,-116.755794,Sal2-18_S84_L003,x
Sal2-18,Sal2-18_S84_L001,GCA_022045235.1,Haliotis cracherodii,Sal2-18_S84_L001_R1_001.fastq.gz,Sal2-18_S84_L001_R2_001.fastq.gz,31.919131,-116.755794,Sal2-18_S84_L001,x
Sal2-24,Sal2-24_S85_L002,GCA_022045235.1,Haliotis cracherodii,Sal2-24_S85_L002_R1_001.fastq.gz,Sal2-24_S85_L002_R2_001.fastq.gz,31.919131,-116.755794,Sal2-24_S85_L002,x
Sal2-24,Sal2-24_S85_L004,GCA_022045235.1,Haliotis cracherodii,Sal2-24_S85_L004_R1_001.fastq.gz,Sal2-24_S85_L004_R2_001.fastq.gz,31.919131,-116.755794,Sal2-24_S85_L004,x
Sal2-24,Sal2-24_S85_L001,GCA_022045235.1,Haliotis cracherodii,Sal2-24_S85_L001_R1_001.fastq.gz,Sal2-24_S85_L001_R2_001.fastq.gz,31.919131,-116.755794,Sal2-24_S85_L001,x
Sal2-24,Sal2-24_S85_L003,GCA_022045235.1,Haliotis cracherodii,Sal2-24_S85_L003_R1_001.fastq.gz,Sal2-24_S85_L003_R2_001.fastq.gz,31.919131,-116.755794,Sal2-24_S85_L003,x
Sal20,Sal20_S86_L001,GCA_022045235.1,Haliotis cracherodii,Sal20_S86_L001_R1_001.fastq.gz,Sal20_S86_L001_R2_001.fastq.gz,31.919131,-116.755794,Sal20_S86_L001,x
Sal20,Sal20_S86_L003,GCA_022045235.1,Haliotis cracherodii,Sal20_S86_L003_R1_001.fastq.gz,Sal20_S86_L003_R2_001.fastq.gz,31.919131,-116.755794,Sal20_S86_L003,x
Sal20,Sal20_S86_L004,GCA_022045235.1,Haliotis cracherodii,Sal20_S86_L004_R1_001.fastq.gz,Sal20_S86_L004_R2_001.fastq.gz,31.919131,-116.755794,Sal20_S86_L004,x
Sal20,Sal20_S86_L002,GCA_022045235.1,Haliotis cracherodii,Sal20_S86_L002_R1_001.fastq.gz,Sal20_S86_L002_R2_001.fastq.gz,31.919131,-116.755794,Sal20_S86_L002,x
Sal6,Sal6_S87_L002,GCA_022045235.1,Haliotis cracherodii,Sal6_S87_L002_R1_001.fastq.gz,Sal6_S87_L002_R2_001.fastq.gz,31.919131,-116.755794,Sal6_S87_L002,x
Sal6,Sal6_S87_L003,GCA_022045235.1,Haliotis cracherodii,Sal6_S87_L003_R1_001.fastq.gz,Sal6_S87_L003_R2_001.fastq.gz,31.919131,-116.755794,Sal6_S87_L003,x
Sal6,Sal6_S87_L001,GCA_022045235.1,Haliotis cracherodii,Sal6_S87_L001_R1_001.fastq.gz,Sal6_S87_L001_R2_001.fastq.gz,31.919131,-116.755794,Sal6_S87_L001,x
Sal6,Sal6_S87_L004,GCA_022045235.1,Haliotis cracherodii,Sal6_S87_L004_R1_001.fastq.gz,Sal6_S87_L004_R2_001.fastq.gz,31.919131,-116.755794,Sal6_S87_L004,x
Sal7,Sal7_S88_L003,GCA_022045235.1,Haliotis cracherodii,Sal7_S88_L003_R1_001.fastq.gz,Sal7_S88_L003_R2_001.fastq.gz,31.919131,-116.755794,Sal7_S88_L003,x
Sal7,Sal7_S88_L002,GCA_022045235.1,Haliotis cracherodii,Sal7_S88_L002_R1_001.fastq.gz,Sal7_S88_L002_R2_001.fastq.gz,31.919131,-116.755794,Sal7_S88_L002,x
Sal7,Sal7_S88_L001,GCA_022045235.1,Haliotis cracherodii,Sal7_S88_L001_R1_001.fastq.gz,Sal7_S88_L001_R2_001.fastq.gz,31.919131,-116.755794,Sal7_S88_L001,x
